Subject,Start Date,End Date,Start Time,End Time,Description,Location
天母 vs 高山校,12/06/2020,12/06/2020,02:00 PM,03:00 PM,2021 陽明山慢速壘球聯盟 春季熱身賽,C場地
逢聯OB vs 天母,12/06/2020,12/06/2020,03:00 PM,04:00 PM,2021 陽明山慢速壘球聯盟 春季熱身賽,C場地
天母 vs 南港伙車頭,12/20/2020,12/20/2020,11:00 AM,12:00 PM,2021 陽明山慢速壘球聯盟 春季熱身賽,A場地
獵狐 vs 天母,12/20/2020,12/20/2020,12:00 PM,01:00 PM,2021 陽明山慢速壘球聯盟 春季熱身賽,A場地
石牌人 vs 天母,01/10/2021,01/10/2021,02:00 PM,03:00 PM,2021 陽明山慢速壘球聯盟 春季熱身賽,B場地
天母 vs 海蛟中隊,01/10/2021,01/10/2021,04:00 PM,05:00 PM,2021 陽明山慢速壘球聯盟 春季熱身賽,B場地
天母 vs 可樂旅遊,01/17/2021,01/17/2021,09:00 AM,10:00 AM,2021 陽明山慢速壘球聯盟 春季熱身賽,A場地
咚咚強 vs 天母,01/17/2021,01/17/2021,10:00 AM,11:00 AM,2021 陽明山慢速壘球聯盟 春季熱身賽,A場地
